ID,required language,position name,work experience,education,salary_lower_bound,salary_upper_bound,company scale,location,series level,company_name,search num
8189,C++,C++,3-5year,Bachelor,9,13,2000人以上,Beijing,mature (no financing need),微创,2230000
8190,C++,C++,1-3year,Bachelor,5,9,2000人以上,Beijing,mature (no financing need),微创,2230000
8191,C++,C++,1-3year,Bachelor,4,8,150-500人,Xi'an,listed company,威发,941000
8192,C++,C++,unlimited,Bachelor,8,12,150-500人,Hangzhou,mature (D round or over),网银互联,3870000
8193,C++,C++,3-5year,Bachelor,10,20,15-50人,Shenzhen,startup (no financing),网旭科技,179000
8194,C++,C++,1-3year,Bachelor,6,12,150-500人,Hangzhou,listed company,网新电气,1970000
8195,C++,C++,3-5year,Bachelor,15,15,150-500人,Shenzhen,developing (B round),万兴科技,1990000
8196,C++,C++,1-3year,Bachelor,6,12,少于15人,Hangzhou,startup (angel round),图铭,1460000
8197,C++,C++,1-3year,Bachelor,8,13,500-2000人,Wuhan,listed company,同洲电子,2050000
8198,C++,C++,3-5year,Bachelor,20,40,2000人以上,Hangzhou,listed company,同花顺,12000000
8199,C++,C++,unlimited,Bachelor,8,15,2000人以上,Hangzhou,listed company,同花顺,12000000
8200,C++,C++,1-3year,Bachelor,7,12,2000人以上,Beijing,listed company,同方泰德,202000
8201,C++,C++,1-3year,Bachelor,15,25,15-50人,Shanghai,startup (angel round),同道,11900000
8202,C++,C++,3-5year,junior college,10,18,2000人以上,Suzhou,mature (D round or over),同程旅游,4370000
8203,C++,C++,1-3year,Bachelor,20,40,150-500人,Shanghai,developing (no financing need),通联数据,1870000
8204,C++,C++,1-3year,Bachelor,12,15,2000人以上,Beijing,mature (no financing need),通力互联,2190000
8205,C++,C++,unlimited,Bachelor,10,20,2000人以上,Chengdu,mature (no financing need),通力互联,2190000
8206,C++,C++,1-3year,Bachelor,10,20,2000人以上,Chengdu,mature (no financing need),通力互联,2190000
8207,C++,C++,1-3year,Bachelor,8,15,2000人以上,Chengdu,mature (no financing need),通力互联,2190000
8208,C++,C++,1-3year,Bachelor,8,16,2000人以上,Chengdu,mature (no financing need),通力互联,2190000
8209,C++,C++,1-3year,Bachelor,7,14,2000人以上,Chengdu,mature (no financing need),通力互联,2190000
8210,C++,C++,1-3year,Bachelor,8,16,2000人以上,Hangzhou,mature (no financing need),通力互联,2190000
8211,C++,C++,3-5year,Bachelor,10,20,2000人以上,Nanjing,mature (no financing need),通力互联,2190000
8212,C++,C++,1-3year,junior college,10,20,2000人以上,Shenzhen,mature (no financing need),通力互联,2190000
8213,C++,C++,1-3year,Bachelor,10,13,2000人以上,Shenzhen,mature (no financing need),通力互联,2190000
8214,C++,C++,3-5year,Bachelor,8,15,2000人以上,Shenzhen,mature (no financing need),通力互联,2190000
8215,C++,C++,1-3year,Bachelor,8,16,2000人以上,Shenzhen,mature (no financing need),通力互联,2190000
8216,C++,C++,1-3year,Bachelor,8,16,2000人以上,Shenzhen,mature (no financing need),通力互联,2190000
8217,C++,C++,1-3year,Bachelor,8,15,2000人以上,Shenzhen,mature (no financing need),通力互联,2190000
8218,C++,C++,1-3year,Bachelor,8,15,2000人以上,Shenzhen,mature (no financing need),通力互联,2190000
8219,C++,C++,1-3year,Bachelor,8,15,2000人以上,Shenzhen,mature (no financing need),通力互联,2190000
8220,C++,C++,1-3year,Bachelor,8,14,2000人以上,Shenzhen,mature (no financing need),通力互联,2190000
8221,C++,C++,1-3year,Bachelor,8,16,2000人以上,Shenzhen,mature (no financing need),通力互联,2190000
8222,C++,C++,1-3year,Bachelor,10,20,2000人以上,Wuhan,mature (no financing need),通力互联,2190000
8223,C++,C++,1-3year,Bachelor,10,20,2000人以上,Wuhan,mature (no financing need),通力互联,2190000
8224,C++,C++,3-5year,Bachelor,10,18,2000人以上,Xi'an,mature (no financing need),通力互联,2190000
8225,C++,C++,3-5year,junior college,9,15,2000人以上,Xi'an,mature (no financing need),通力互联,2190000
8226,C++,C++,3-5year,Bachelor,8,15,2000人以上,Xi'an,mature (no financing need),通力互联,2190000
8227,C++,C++,1-3year,Bachelor,8,16,2000人以上,Xi'an,mature (no financing need),通力互联,2190000
8228,C++,C++,1-3year,Bachelor,8,15,2000人以上,Xi'an,mature (no financing need),通力互联,2190000
8229,C++,C++,1-3year,Bachelor,8,16,2000人以上,Xi'an,mature (no financing need),通力互联,2190000
8230,C++,C++,unlimited,Bachelor,7,14,2000人以上,Xi'an,mature (no financing need),通力互联,2190000
8231,C++,C++,1-3year,Bachelor,7,14,2000人以上,Xi'an,mature (no financing need),通力互联,2190000
8232,C++,C++,1-3year,Bachelor,8,15,500-2000人,Shanghai,mature (no financing need),天正软件,3480000
8233,C++,C++,3-5year,junior college,8,15,2000人以上,Shenzhen,listed company,天源迪科,956000
8234,C++,C++,3-5year,Bachelor,7,10,2000人以上,Wuhan,listed company,天喻信息,1260000
8235,C++,C++,3-5year,Unlimited,8,14,150-500人,Chengdu,developing (no financing need),天翼网络,14000000
8236,C++,C++,3-5year,Unlimited,15,20,15-50人,Shanghai,startup (no financing need),天亿网络,1520000
8237,C++,C++,3-5year,junior college,6,10,15-50人,Guangzhou,startup (no financing need),天行客,37900
8238,C++,C++,3-5year,Bachelor,15,20,50-150人,Shanghai,listed company,天戏互娱,36700
8239,C++,C++,1-3year,Bachelor,15,25,150-500人,Beijing,listed company,天美星空,219000
8240,C++,C++,5-10year,Bachelor,20,40,50-150人,Hangzhou,listed company,腾展叮咚（Dingtone）,5170
8241,C++,C++,unlimited,Bachelor,25,35,2000人以上,Shanghai,listed company,腾讯,70300000
8242,C++,C++,3-5year,Bachelor,25,30,2000人以上,Shenzhen,listed company,腾讯,70300000
8243,C++,C++,3-5year,Bachelor,20,30,2000人以上,Shenzhen,listed company,腾讯,70300000
8244,C++,C++,1-3year,Bachelor,20,31,2000人以上,Shenzhen,listed company,腾讯,70300000
8245,C++,C++,3-5year,Bachelor,18,30,2000人以上,Shenzhen,listed company,腾讯,70300000
8246,C++,C++,unlimited,Bachelor,15,30,2000人以上,Shenzhen,listed company,腾讯,70300000
8247,C++,C++,3-5year,Bachelor,15,30,2000人以上,Shenzhen,listed company,腾讯,70300000
8248,C++,C++,3-5year,Bachelor,15,25,2000人以上,Shenzhen,listed company,腾讯,70300000
8249,C++,C++,3-5year,Bachelor,15,30,2000人以上,Shenzhen,listed company,腾讯,70300000
8250,C++,C++,3-5year,Bachelor,15,30,2000人以上,Shenzhen,listed company,腾讯,70300000
8251,C++,C++,3-5year,Bachelor,15,30,2000人以上,Shenzhen,listed company,腾讯,70300000
8252,C++,C++,1-3year,Bachelor,15,25,2000人以上,Shenzhen,listed company,腾讯,70300000
8253,C++,C++,1-3year,Bachelor,14,28,2000人以上,Shenzhen,listed company,腾讯,70300000
8254,C++,C++,1-3year,Bachelor,13,26,2000人以上,Shenzhen,listed company,腾讯,70300000
8255,C++,C++,3-5year,junior college,8,15,2000人以上,Changsha,mature (no financing need),潭州教育,2340000
8256,C++,C++,3-5year,Unlimited,15,30,500-2000人,Beijing,mature (no financing need),太合音乐（百度音乐）,4660
8257,C++,C++,unlimited,master,8,12,15-50人,Suzhou,startup (no financing),苏州波影医疗,6750
8258,C++,C++,3-5year,Bachelor,15,25,150-500人,Beijing,startup (no financing),四维益友,30900
8259,C++,C++,1-3year,junior college,7,10,150-500人,Chengdu,developing (no financing need),四方伟业,72400
8260,C++,C++,3-5year,Bachelor,8,12,50-150人,Chengdu,developing (no financing need),四川神通教育科技有限公司,23800
8261,C++,C++,1-3year,Bachelor,5,10,15-50人,Chengdu,startup (no financing need),四川见山科技有限责任公司,3400000
8262,C++,C++,3-5year,junior college,8,14,150-500人,Chengdu,developing (A round),四川弘和集团,1830000
8263,C++,C++,1-3year,Bachelor,8,16,50-150人,Xi'an,developing (A round),斯凯智能,1430000
8264,C++,C++,5-10year,Bachelor,18,35,2000人以上,Beijing,mature (no financing need),思源科技,2240000
8265,C++,C++,1-3year,junior college,17,25,50-150人,Beijing,developing (no financing need),思库教育,72000
8266,C++,C++,1-3year,Bachelor,15,30,150-500人,Shanghai,mature (D round or over),思华科技,770000
8267,C++,C++,1-3year,master,10,15,50-150人,Beijing,developing (no financing need),思创贯宇,17300
8268,C++,C++,1-3year,Bachelor,8,15,50-150人,Hangzhou,developing (no financing need),硕梦信息,275000
8269,C++,C++,1-3year,junior college,7,12,50-150人,Hangzhou,developing (no financing need),硕梦信息,275000
8270,C++,C++,unlimited,Bachelor,10,17,2000人以上,Beijing,mature (no financing need),瞬联软件科技（北京）有限公司,14800
8271,C++,C++,unlimited,Bachelor,10,20,2000人以上,Beijing,mature (no financing need),瞬联软件科技（北京）有限公司,14800
8272,C++,C++,3-5year,Bachelor,15,25,2000人以上,Guangzhou,mature (no financing need),瞬联软件科技（北京）有限公司,14800
8273,C++,C++,1-3year,junior college,7,10,2000人以上,Hangzhou,mature (no financing need),瞬联软件科技（北京）有限公司,14800
8274,C++,C++,3-5year,Bachelor,12,24,2000人以上,Shanghai,mature (no financing need),瞬联软件科技（北京）有限公司,14800
8275,C++,C++,unlimited,Bachelor,11,22,2000人以上,Shanghai,mature (no financing need),瞬联软件科技（北京）有限公司,14800
8276,C++,C++,3-5year,Bachelor,10,20,2000人以上,Shanghai,mature (no financing need),瞬联软件科技（北京）有限公司,14800
8277,C++,C++,freshgraduate,Bachelor,8,13,2000人以上,Shanghai,mature (no financing need),瞬联软件科技（北京）有限公司,14800
8278,C++,C++,3-5year,junior college,10,18,150-500人,Nanjing,developing (B round),数库(上海)科技有限公司,93900000
8279,C++,C++,3-5year,Bachelor,10,18,150-500人,Nanjing,developing (B round),数库(上海)科技有限公司,93900000
8280,C++,C++,3-5year,Bachelor,15,20,50-150人,Beijing,mature (D round or over),释码大华,34100
8281,C++,C++,1-3year,master,10,18,50-150人,Beijing,mature (D round or over),释码大华,34100
8282,C++,C++,1-3year,Bachelor,13,25,50-150人,Shanghai,developing (B round),视+AR,4450000
8283,C++,C++,unlimited,Bachelor,8,16,50-150人,Beijing,developing (B round),世纪鼎点,179000
8284,C++,C++,1-3year,junior college,7,10,150-500人,Shenzhen,startup (no financing),实信达,22100
8285,C++,C++,unlimited,Unlimited,15,25,15-50人,Shenzhen,startup (no financing),石肤科技,62700
8286,C++,C++,3-5year,junior college,10,20,150-500人,Wuhan,listed company,盛天网络,1800000
8287,C++,C++,1-3year,Bachelor,7,14,50-150人,Hangzhou,listed company,盛锋游戏,39000
8288,C++,C++,3-5year,Bachelor,8,12,150-500人,Xi'an,listed company,圣点科技,180000
8289,C++,C++,1-3year,Bachelor,10,20,15-50人,Beijing,startup (angel round),声智科技,448000
8290,C++,C++,5-10year,Bachelor,15,20,150-500人,Shenzhen,developing (no financing need),神视检验,182000
8291,C++,C++,1-3year,Bachelor,8,15,15-50人,Shenzhen,startup (no financing need),深圳卓智达,42600
8292,C++,C++,1-3year,junior college,8,12,50-150人,Beijing,startup (no financing),深圳智装,2800000
8293,C++,C++,1-3year,Bachelor,7,14,2000人以上,Shenzhen,listed company,深圳易思博软件,24900
8294,C++,C++,1-3year,Bachelor,5,9,2000人以上,Shenzhen,listed company,深圳易思博软件,24900
8295,C++,C++,1-3year,junior college,10,17,少于15人,Shenzhen,startup (no financing),深圳医客网络科技,1180000
8296,C++,C++,5-10year,Unlimited,15,25,500-2000人,Nanjing,listed company,深圳新思,839000
8297,C++,C++,3-5year,Bachelor,10,18,500-2000人,Shenzhen,listed company,深圳新思,839000
8298,C++,C++,1-3year,Bachelor,6,10,15-50人,Shenzhen,startup (no financing),深圳市智链科技有限公司,6730000
8299,C++,C++,1-3year,Bachelor,8,15,150-500人,Shenzhen,developing (no financing need),深圳市新威尔电子有限公司,35000
8300,C++,C++,5-10year,Bachelor,15,20,50-150人,Shenzhen,startup (angel round),深圳市麦谷科技有限公司,5140
8301,C++,C++,1-3year,Bachelor,8,16,150-500人,Shenzhen,startup (no financing),深圳市安络科技有限公司,6630
8302,C++,C++,3-5year,Bachelor,15,25,15-50人,Shenzhen,startup (no financing),深圳某云计算公司,3230000
8303,C++,C++,1-3year,Unlimited,10,20,50-150人,Shenzhen,developing (A round),深圳卡卡仕科技有限公司,237000
8304,C++,C++,1-3year,Bachelor,12,24,15-50人,Shenzhen,startup (angel round),深圳华云,2040000
8305,C++,C++,unlimited,junior college,7,10,150-500人,Chengdu,listed company,深圳博瑞得,38300
8306,C++,C++,1-3year,Bachelor,10,20,15-50人,Beijing,startup (angel round),深图智服DEEPIR,68
8307,C++,C++,3-5year,Bachelor,15,30,50-150人,Wuhan,mature (C round),深瞐科技,9050
8308,C++,C++,3-5year,junior college,10,10,2000人以上,Shanghai,mature (no financing need),申通快递,13200000
8309,C++,C++,1-3year,Bachelor,6,10,150-500人,Guangzhou,developing (no financing need),申迪计算机,82600
8310,C++,C++,1-3year,Bachelor,15,30,500-2000人,Beijing,mature (C round),尚德机构,6120000
8311,C++,C++,unlimited,Bachelor,14,25,500-2000人,Beijing,mature (C round),尚德机构,6120000
8312,C++,C++,1-3year,Bachelor,7,12,150-500人,Guangzhou,listed company,上海易宝软件有限公司深圳分公司,13300
8313,C++,C++,3-5year,Bachelor,10,20,150-500人,Shenzhen,listed company,上海易宝软件有限公司深圳分公司,13300
8314,C++,C++,1-3year,Bachelor,8,14,150-500人,Shenzhen,listed company,上海易宝软件有限公司深圳分公司,13300
8315,C++,C++,1-3year,Bachelor,7,12,500-2000人,Guangzhou,listed company,上海易宝软件有限公司广州分公司,13300
8316,C++,C++,1-3year,Bachelor,6,12,500-2000人,Guangzhou,listed company,上海易宝软件有限公司广州分公司,13300
8317,C++,C++,1-3year,Bachelor,9,18,15-50人,Shanghai,developing (A round),上海艺游,44000
8318,C++,C++,3-5year,Bachelor,12,16,150-500人,Beijing,startup (no financing),上海欣方,30800
8319,C++,C++,5-10year,Bachelor,15,30,2000人以上,Shanghai,mature (no financing need),上海万得信息技术股份有限公司,194000
8320,C++,C++,1-3year,Bachelor,8,10,15-50人,Shanghai,startup (no financing),上海客鹭信息技术有限公司,208000
8321,C++,C++,1-3year,Bachelor,10,20,50-150人,Shanghai,startup (angel round),上海江衡,57600
8322,C++,C++,1-3year,Bachelor,10,15,150-500人,Shanghai,startup (no financing),上海广拓信息技术有限公司,9140
8323,C++,C++,unlimited,Bachelor,10,20,50-150人,Shanghai,developing (no financing need),上海观谷科技有限公司,371000
8324,C++,C++,unlimited,Bachelor,8,15,50-150人,Shanghai,developing (no financing need),上海观谷科技有限公司,371000
8325,C++,C++,3-5year,Bachelor,8,15,50-150人,Shanghai,developing (no financing need),上海观谷科技有限公司,371000
8326,C++,C++,5-10year,junior college,20,30,150-500人,Shanghai,listed company,上海得仕企业,20800
8327,C++,C++,1-3year,junior college,8,13,150-500人,Nanjing,startup (no financing),商赢环球,540000
8328,C++,C++,1-3year,Bachelor,10,20,50-150人,Shanghai,developing (A round),山丽信息,191000
8329,C++,C++,1-3year,junior college,7,9,150-500人,Guangzhou,startup (no financing),三和软件,1870000
8330,C++,C++,1-3year,Bachelor,8,15,15-50人,Beijing,startup (no financing),赛芒（北京）,187
8331,C++,C++,1-3year,Bachelor,8,15,50-150人,Hangzhou,developing (no financing need),睿琪软件,56700
8332,C++,C++,unlimited,Bachelor,6,12,150-500人,Nanjing,startup (no financing),睿辰欣创,23100
8333,C++,C++,1-3year,Unlimited,4,8,500-2000人,Nanjing,mature (no financing need),瑞银产业,2150000
8334,C++,C++,1-3year,junior college,12,18,150-500人,Beijing,startup (no financing),瑞星,12400000
8335,C++,C++,1-3year,Bachelor,8,16,50-150人,Shenzhen,developing (B round),瑞为技术,125000
8336,C++,C++,unlimited,Bachelor,15,30,150-500人,Shenzhen,listed company,瑞富科技,1240000
8337,C++,C++,3-5year,Bachelor,14,27,500-2000人,Beijing,startup (no financing),锐安,747000
8338,C++,C++,less than 1 year,Bachelor,4,8,50-150人,Shenzhen,developing (no financing need),软牛科技,302000
8339,C++,C++,unlimited,junior college,2,4,50-150人,Shenzhen,developing (no financing need),软牛科技,302000
8340,C++,C++,1-3year,junior college,9,15,15-50人,Nanjing,startup (no financing),软核科技,9120
8341,C++,C++,1-3year,junior college,8,15,15-50人,Nanjing,startup (no financing),软核科技,9120
8342,C++,C++,1-3year,Bachelor,10,20,15-50人,Shanghai,developing (A round),柔为信息,9290000
8343,C++,C++,3-5year,Bachelor,10,20,500-2000人,Shenzhen,listed company,任子行,1150000
8344,C++,C++,3-5year,Bachelor,15,20,500-2000人,Beijing,developing (A round),人人投,1060000
8345,C++,C++,3-5year,Bachelor,8,13,500-2000人,Xi'an,mature (D round or over),全时,11300000
8346,C++,C++,1-3year,Unlimited,8,15,500-2000人,Beijing,mature (no financing need),趣行天下,31400
8347,C++,C++,1-3year,Bachelor,12,24,15-50人,Shenzhen,startup (angel round),趣上科技,3790000
8348,C++,C++,3-5year,Bachelor,15,25,2000人以上,Beijing,listed company,去哪儿网,7050000
8349,C++,C++,1-3year,junior college,8,15,50-150人,Shenzhen,listed company,驱动人生,12900000
8350,C++,C++,5-10year,Bachelor,25,30,15-50人,Shanghai,developing (A round),区块链、加密数字资产、量化交易,1030000
8351,C++,C++,3-5year,Bachelor,15,30,50-150人,Shenzhen,developing (A round),糗事百科,11300000
8352,C++,C++,1-3year,junior college,7,14,150-500人,Beijing,listed company,清睿朗信息科技有限公司,64
8353,C++,C++,1-3year,Bachelor,8,15,50-150人,Shenzhen,developing (A round),前海乐易,20900
8354,C++,C++,3-5year,junior college,13,20,15-50人,Shenzhen,startup (no financing need),前海博纳斯科技,51
8355,C++,C++,1-3year,Unlimited,12,20,15-50人,Guangzhou,startup (no financing need),仟熙网络,68
8356,C++,C++,1-3year,Bachelor,12,18,15-50人,Hangzhou,startup (no financing need),千宏网络,282000
8357,C++,C++,3-5year,Bachelor,15,30,150-500人,Beijing,mature (C round),启创,1420000
8358,C++,C++,3-5year,Bachelor,25,35,15-50人,Beijing,startup (no financing need),企鹅创新,2000000
8359,C++,C++,5-10year,Bachelor,15,30,50-150人,Shanghai,developing (A round),旗娱科技,592000
8360,C++,C++,1-3year,junior college,8,12,50-150人,Hangzhou,developing (no financing need),祺沃科技,337000
8361,C++,C++,5-10year,Bachelor,15,20,150-500人,Beijing,developing (B round),齐聚科技（原呱呱视频）,12100
8362,C++,C++,1-3year,Unlimited,6,12,15-50人,Chengdu,startup (no financing need),七彩云和,1180000
8363,C++,C++,1-3year,Bachelor,5,8,500-2000人,Hangzhou,listed company,品茗软件,2010000
8364,C++,C++,1-3year,junior college,6,9,500-2000人,Hangzhou,listed company,品茗安控,105000
8365,C++,C++,3-5year,junior college,10,20,50-150人,Shenzhen,developing (A round),欧德蒙,54200
8366,C++,C++,1-3year,Bachelor,10,20,50-150人,Shenzhen,developing (A round),欧德蒙,54200
8367,C++,C++,1-3year,junior college,10,15,150-500人,Wuhan,listed company,噢易云计算,19700
8368,C++,C++,3-5year,Bachelor,10,20,500-2000人,Shanghai,listed company,诺亚（中国）控股有限公司,716000
8369,C++,C++,3-5year,Bachelor,15,25,50-150人,Hangzhou,startup (angel round),牛操盘,445000
8370,C++,C++,unlimited,Bachelor,6,8,150-500人,Nanjing,startup (no financing),南京融泰信息技术有限公司,5580
8371,C++,C++,1-3year,Unlimited,6,12,50-150人,Nanjing,startup (no financing),南京荣创,270000
8372,C++,C++,1-3year,junior college,8,12,15-50人,Wuhan,developing (A round),纳思系统,255000
8373,C++,C++,1-3year,Bachelor,10,20,50-150人,Hangzhou,startup (no financing),摩动网络,1280000
8374,C++,C++,5-10year,junior college,10,20,50-150人,Nanjing,startup (no financing),模幻天空,181000
8375,C++,C++,3-5year,Bachelor,35,50,50-150人,Shenzhen,developing (B round),明睿投资,713000
8376,C++,C++,5-10year,Bachelor,10,20,150-500人,Xi'an,mature (C round),明朝万达,186000
8377,C++,C++,3-5year,junior college,15,25,150-500人,Nanjing,developing (no financing need),名游,65600
8378,C++,C++,1-3year,junior college,10,20,150-500人,Shenzhen,developing (no financing need),名游,65600
8379,C++,C++,1-3year,junior college,10,20,150-500人,Shanghai,developing (B round),名片全能王,963000
8380,C++,C++,1-3year,Bachelor,12,24,150-500人,Beijing,developing (B round),妙计旅行,1400000
8381,C++,C++,1-3year,junior college,8,15,15-50人,Guangzhou,startup (no financing),米点科技,7700000
8382,C++,C++,5-10year,Bachelor,35,42,50-150人,Hangzhou,developing (B round),米橙科技,16800
8383,C++,C++,1-3year,Bachelor,15,25,500-2000人,Shanghai,mature (C round),美味不用等,1020000
8384,C++,C++,1-3year,Unlimited,10,15,15-50人,Beijing,developing (A round),美秒科技,190000
8385,C++,C++,unlimited,Bachelor,10,20,2000人以上,Hangzhou,listed company,美国道富,644000
8386,C++,C++,3-5year,Bachelor,10,15,2000人以上,Hangzhou,listed company,美国道富,644000
8387,C++,C++,3-5year,junior college,10,18,15-50人,Shanghai,startup (no financing),漫聚信息,491000
8388,C++,C++,1-3year,junior college,15,19,15-50人,Shanghai,startup (no financing),麦秸,5550000
8389,C++,C++,3-5year,junior college,8,10,15-50人,Shenzhen,startup (angel round),麦风科技,154000
8390,C++,C++,1-3year,junior college,5,9,50-150人,Suzhou,startup (angel round),迈亚游戏,205000
8391,C++,C++,unlimited,Unlimited,10,20,150-500人,Xi'an,developing (no financing need),麻花网络,2340000
8392,C++,C++,3-5year,junior college,15,25,15-50人,Shenzhen,startup (angel round),萝卜互动,2830000
8393,C++,C++,3-5year,Unlimited,15,25,15-50人,Shenzhen,startup (angel round),萝卜互动,2830000
8394,C++,C++,1-3year,junior college,15,20,50-150人,Beijing,startup (no financing),罗兰数字音乐,61400
8395,C++,C++,1-3year,Bachelor,6,8,150-500人,Chengdu,startup (no financing),路行通,30700
8396,C++,C++,1-3year,Bachelor,6,10,15-50人,Suzhou,startup (no financing),路腾软件,50400
8397,C++,C++,3-5year,Bachelor,20,30,500-2000人,Beijing,mature (D round or over),六间房,5020000
8398,C++,C++,3-5year,Bachelor,15,20,500-2000人,Beijing,mature (D round or over),六间房,5020000
8399,C++,C++,1-3year,Bachelor,10,15,150-500人,Guangzhou,startup (no financing),凌晨科技,2580000
8400,C++,C++,1-3year,junior college,6,10,15-50人,Chengdu,startup (no financing need),灵奇空间,123000
8401,C++,C++,1-3year,Bachelor,8,12,50-150人,Hangzhou,developing (A round),灵猫有数,35800
8402,C++,C++,3-5year,Bachelor,13,25,15-50人,Beijing,developing (B round),灵伴科技,258000
8403,C++,C++,1-3year,junior college,10,15,2000人以上,Shanghai,listed company,联想集团,4550000
8404,C++,C++,unlimited,junior college,7,14,50-150人,Changsha,listed company,联盛网络,2000000
8405,C++,C++,unlimited,Bachelor,6,12,150-500人,Changsha,developing (no financing need),联软科技,120000
8406,C++,C++,1-3year,junior college,8,12,50-150人,Nanjing,startup (no financing),联坤软件,28700
8407,C++,C++,unlimited,Bachelor,8,16,15-50人,Beijing,startup (angel round),连心医疗,1880000
8408,C++,C++,3-5year,Bachelor,15,30,50-150人,Beijing,developing (no financing need),连山管控,31300
8409,C++,C++,1-3year,Bachelor,15,25,50-150人,Beijing,startup (no financing),立子科技,225000
8410,C++,C++,3-5year,Bachelor,10,18,150-500人,Beijing,developing (no financing need),力控科技,2050000
8411,C++,C++,1-3year,Bachelor,5,10,50-150人,Chengdu,startup (no financing),垒趣信息技术,78
8412,C++,C++,3-5year,Bachelor,15,30,150-500人,Shenzhen,developing (A round),乐易网络,508000
8413,C++,C++,1-3year,Bachelor,10,15,150-500人,Shenzhen,developing (A round),乐易网络,508000
8414,C++,C++,1-3year,Bachelor,10,15,150-500人,Shenzhen,developing (A round),乐易网络,508000
8415,C++,C++,1-3year,Bachelor,7,12,50-150人,Shanghai,startup (no financing),乐野网络科技,3610
8416,C++,C++,1-3year,Bachelor,8,16,150-500人,Shenzhen,developing (A round),乐享,11500000
8417,C++,C++,3-5year,Bachelor,25,35,150-500人,Beijing,developing (no financing need),乐天包装,2080000
8418,C++,C++,3-5year,Bachelor,28,35,50-150人,Beijing,developing (A round),老虎证券,1720000
8419,C++,C++,1-3year,Bachelor,15,30,150-500人,Chengdu,developing (A round),浪擎,3050000
8420,C++,C++,1-3year,junior college,6,12,50-150人,Guangzhou,developing (no financing need),朗睿科技,188000
8421,C++,C++,1-3year,junior college,10,20,50-150人,Hangzhou,startup (no financing),坤迅,379000
8422,C++,C++,1-3year,Bachelor,15,30,15-50人,Beijing,developing (A round),快约,963000
8423,C++,C++,3-5year,junior college,10,18,15-50人,Guangzhou,startup (no financing),跨界夺宝,1140000
8424,C++,C++,1-3year,Bachelor,10,15,2000人以上,Shanghai,listed company,科达,11200000
8425,C++,C++,1-3year,Bachelor,8,15,15-50人,Hangzhou,startup (no financing),康乃馨医疗,2160000
8426,C++,C++,1-3year,Bachelor,7,12,150-500人,Beijing,developing (no financing need),凯美瑞德,77100
8427,C++,C++,1-3year,Bachelor,7,12,150-500人,Shanghai,developing (no financing need),凯美瑞德,77100
8428,C++,C++,1-3year,Bachelor,8,15,150-500人,Shenzhen,developing (no financing need),凯美瑞德,77100
8429,C++,C++,1-3year,Bachelor,10,14,2000人以上,Shanghai,listed company,凯捷,3410000
8430,C++,C++,3-5year,Bachelor,10,20,150-500人,Beijing,listed company,开运联合,97100
8431,C++,C++,1-3year,Bachelor,8,10,150-500人,Xi'an,listed company,开运联合,97100
8432,C++,C++,3-5year,Bachelor,9,15,50-150人,Shenzhen,startup (angel round),开思时代,11600000
8433,C++,C++,unlimited,Bachelor,8,15,50-150人,Hangzhou,startup (no financing),开启网络,26800000
8434,C++,C++,1-3year,Unlimited,10,15,150-500人,Shanghai,listed company,骏梦游戏,311000
8435,C++,C++,1-3year,Unlimited,10,15,150-500人,Shanghai,listed company,骏梦游戏,311000
8436,C++,C++,3-5year,Bachelor,10,15,少于15人,Changsha,startup (no financing need),聚牛信息,4320000
8437,C++,C++,1-3year,junior college,10,12,少于15人,Shenzhen,startup (no financing),巨翼互动,18
8438,C++,C++,3-5year,Bachelor,15,30,15-50人,Beijing,startup (no financing),巨石在线,1970000
8439,C++,C++,3-5year,Bachelor,15,30,15-50人,Beijing,startup (no financing),巨石在线,1970000
8440,C++,C++,3-5year,junior college,10,18,15-50人,Beijing,startup (no financing),巨石在线,1970000
8441,C++,C++,3-5year,Bachelor,10,18,15-50人,Beijing,startup (no financing),巨石在线,1970000
8442,C++,C++,3-5year,Unlimited,15,30,500-2000人,Shanghai,listed company,巨人网络,6040000
8443,C++,C++,1-3year,Bachelor,12,22,50-150人,Shanghai,listed company,巨灵信息,1930000
8444,C++,C++,unlimited,Bachelor,8,15,15-50人,Shanghai,startup (no financing),巨哥电子,2450000
8445,C++,C++,1-3year,Bachelor,8,12,15-50人,Chengdu,startup (no financing),玖伍捌网络,32300
8446,C++,C++,3-5year,Bachelor,20,40,15-50人,Beijing,startup (no financing need),九九旅行,3730000
8447,C++,C++,1-3year,Bachelor,8,15,500-2000人,Beijing,listed company,竞业达,89800
8448,C++,C++,5-10year,Bachelor,20,28,500-2000人,Beijing,mature (no financing need),竞技世界,380000
8449,C++,C++,3-5year,Bachelor,20,30,500-2000人,Beijing,mature (no financing need),竞技世界,380000
8450,C++,C++,3-5year,Bachelor,15,28,500-2000人,Beijing,mature (no financing need),竞技世界,380000
8451,C++,C++,3-5year,Bachelor,15,25,500-2000人,Beijing,mature (no financing need),竞技世界,380000
8452,C++,C++,3-5year,Bachelor,15,25,500-2000人,Beijing,mature (no financing need),竞技世界,380000
8453,C++,C++,3-5year,Bachelor,15,25,500-2000人,Beijing,mature (no financing need),竞技世界,380000
8454,C++,C++,3-5year,Bachelor,15,30,500-2000人,Beijing,mature (no financing need),竞技世界,380000
8455,C++,C++,1-3year,Bachelor,12,18,50-150人,Shenzhen,developing (no financing need),经常科技,6410000
