ID,required language,position name,work experience,education,salary_lower_bound,salary_upper_bound,company scale,location,series level,company_name,search num
1,C++,YSBG-PC开发工程师(C++),1-3year,Bachelor,10,20,500-2000人,Guangzhou,mature (no financing need),酷狗音乐,7900000
2,C++,YSBG-C++开发工程师(游戏),1-3year,Unlimited,10,15,500-2000人,Guangzhou,mature (no financing need),酷狗音乐,7900000
3,PHP,YSBG-后端开发工程师(PHP),1-3year,Unlimited,8,11,500-2000人,Guangzhou,mature (no financing need),酷狗音乐,7900000
4,C++,YSBG-后端开发工程师(C++),unlimited,Bachelor,15,25,500-2000人,Guangzhou,mature (no financing need),酷狗音乐,7900000
5,C++,WX-高级服务器开发工程师（linuxc/c++）,3-5year,Bachelor,16,28,500-2000人,Shenzhen,listed company,迅雷,26500000
6,C++,WindowsC/C++研发工程师,3-5year,Bachelor,8,15,500-2000人,Guangzhou,listed company,蓝盾信息安全技术股份有限公司,627000
7,C++,Windows桌面开发工程师—C++,3-5year,Bachelor,8,12,15-50人,Chengdu,startup (no financing need),RUOYI,142000
8,C++,Windows软件开发工程师（C++),3-5year,Bachelor,7,12,15-50人,Chengdu,startup (no financing need),四川启程科技,151000
9,C++,Windows客户端开发工程师(Pascal、C++）,unlimited,Unlimited,6,12,15-50人,Chengdu,startup (no financing),博软软件,39100
10,C++,windows/C++,3-5year,Bachelor,10,20,150-500人,Wuhan,listed company,兆日科技,1140000
11,C++,WebRTC/C++研发工程师,3-5year,Bachelor,15,30,150-500人,Beijing,developing (A round),达闼科技,29500
12,PHP,WEB研发助理工程师（PHP）,less than 1 year,junior college,3,5,15-50人,Nanjing,startup (no financing need),南京步景网络科技有限公司,46
13,PHP,web前端研发工程师(PHP),1-3year,junior college,4,8,15-50人,Nanjing,startup (no financing need),南京步景网络科技有限公司,46
14,PHP,web开发（PHP）,3-5year,Bachelor,6,12,15-50人,Suzhou,startup (angel round),世纪威迅,452000
15,Python,web后端开发（python）,1-3year,junior college,15,20,15-50人,Shanghai,startup (angel round),犇众信息,14200
16,Python,Web工程师--（Python）,3-5year,Bachelor,18,22,50-150人,Beijing,developing (no financing need),嘉琪科技,1550000
17,Python,Web高级开发工程师(Python),3-5year,Unlimited,15,30,150-500人,Wuhan,listed company,噢易云计算,19700
18,C#,web/BI/Java/C#/.net软件开发/测试-校招,freshgraduate,Bachelor,2,3,2000人以上,Shanghai,listed company,博彦科技,1060000
19,PHP,Web、PHP开发工程师（后台为主）,1-3year,Bachelor,5,6,50-150人,Chengdu,startup (no financing),四川大榕树数据技术有限公司,29
20,C++,VC/C++,3-5year,junior college,10,15,500-2000人,Guangzhou,mature (no financing need),广州碧软,18000
21,C++,VC(C++)开发工程师,1-3year,Bachelor,8,10,150-500人,Shanghai,developing (no financing need),FX168财经集团,7130000
22,Python,UMCloud-Python后端工程师,1-3year,Bachelor,10,20,500-2000人,Shanghai,mature (C round),UCloud,1150000
23,C++,UMCloud-C++开发工程师,1-3year,Bachelor,10,20,500-2000人,Shanghai,mature (C round),UCloud,1150000
24,Python,UMCloud-校招-Python后端工程师（北京）,freshgraduate,Bachelor,10,20,500-2000人,Beijing,mature (C round),UCloud,1150000
25,Python,UMCloud-校招-Python后端工程师,freshgraduate,Bachelor,10,20,500-2000人,Shanghai,mature (C round),UCloud,1150000
26,C++,UMCloud-校招-C++开发工程师,freshgraduate,Bachelor,10,20,500-2000人,Shanghai,mature (C round),UCloud,1150000
27,C++,UC头条c++资深研发工程师[北京],3-5year,Bachelor,15,30,2000人以上,Beijing,listed company,阿里巴巴集团,10900000
28,Java,SZ-高级Java开发工程师,3-5year,Bachelor,30,60,50-150人,Shenzhen,developing (A round),广州智选网络科技有限公司,91
29,Java,SH-高级Java开发工程师,3-5year,Bachelor,30,60,50-150人,Shanghai,developing (A round),广州智选网络科技有限公司,91
30,Python,ruby/Python/NFV开发工程师（外派电信研究院）,unlimited,Bachelor,7,14,50-150人,Guangzhou,listed company,远行科技,112000
31,C++,QT/C++软件开发工程师,1-3year,junior college,8,16,15-50人,Shenzhen,startup (no financing),置辰海信,5940
32,C++,QT/C++软件开发工程师,1-3year,Bachelor,10,20,50-150人,Beijing,developing (A round),塔米智能,358000
33,C++,QT/C++开发工程师,1-3year,Bachelor,8,10,15-50人,Beijing,startup (no financing need),环宇恩维,24
34,C++,QT/C++架构师,5-10year,Bachelor,15,20,500-2000人,Xi'an,startup (no financing),Nova科技,2470000
35,Python,Python组leader,3-5year,junior college,20,25,2000人以上,Shanghai,mature (D round or over),饿了么,15600000
36,Python,Python自动化测试工程师,1-3year,Bachelor,6,8,50-150人,Chengdu,developing (B round),同方云计算,1200000
37,Python,Python资深运维开发工程师,5-10year,Bachelor,20,30,2000人以上,Shanghai,developing (B round),陆金所,11000000
38,Python,Python中级开发工程师,1-3year,Bachelor,15,17,50-150人,Shanghai,developing (A round),易路,20300000
39,Python,Python中级开发,1-3year,junior college,15,30,50-150人,Beijing,mature (C round),赤子城,616000
40,Python,Python中级开发,1-3year,junior college,15,30,50-150人,Beijing,mature (C round),赤子城,616000
41,Python,Python中级开发,1-3year,junior college,15,30,150-500人,Beijing,mature (C round),赤子城,616000
42,Python,Python中高级开发师,1-3year,junior college,7,9,15-50人,Nanjing,startup (no financing),旭丹科技,78400
43,Python,Python中高级开发,3-5year,junior college,20,40,50-150人,Beijing,mature (C round),赤子城,616000
44,Python,Python中高级开发,1-3year,Bachelor,15,30,150-500人,Beijing,mature (C round),赤子城,616000
45,Python,Python中高级开发,1-3year,Bachelor,15,30,150-500人,Beijing,mature (C round),赤子城,616000
46,Python,Python中高级开发,1-3year,Bachelor,10,20,150-500人,Beijing,mature (C round),赤子城,616000
47,Python,Python运维开发实习生,unlimited,Bachelor,3,6,150-500人,Beijing,developing (B round),妙计旅行,1400000
48,Python,python运维开发工程师,1-3year,Unlimited,10,20,15-50人,Beijing,developing (A round),PingWest中文网,443000
49,Python,Python运维开发工程师,3-5year,Bachelor,15,25,500-2000人,Beijing,mature (C round),微影时代,2670000
50,Python,Python运维开发工程师,3-5year,Bachelor,15,25,500-2000人,Beijing,mature (C round),微影时代,2670000
51,Python,python运维开发工程师,3-5year,Bachelor,10,20,500-2000人,Beijing,mature (C round),微信电影票,3550000
52,Python,python运维开发工程师,1-3year,Bachelor,10,15,50-150人,Beijing,developing (B round),随身云,2500000
53,Python,Python运维开发工程师,3-5year,Bachelor,16,30,2000人以上,Shanghai,developing (B round),陆金所,11000000
54,Python,Python运维开发工程师,3-5year,junior college,15,30,2000人以上,Hangzhou,listed company,传化物流集团,547000
55,Python,python运维开发工程师,3-5year,junior college,14,18,15-50人,Shenzhen,developing (A round),车涯互动,72
56,Python,Python运维开发,unlimited,Bachelor,10,20,150-500人,Beijing,developing (no financing need),Base FX,5600000
57,Python,Python运维开发,1-3year,junior college,10,20,150-500人,Hangzhou,developing (B round),同盾科技,350000
58,Python,python运维,1-3year,Bachelor,10,20,2000人以上,Hangzhou,listed company,吉利招聘,2170000
59,Python,Python游戏后台开发,3-5year,junior college,15,30,15-50人,Beijing,startup (no financing need),乐想天地,761000
60,Python,Python游戏服务端开发,1-3year,Bachelor,15,25,150-500人,Beijing,developing (B round),途游,2640000
61,Python,Python游戏服务端开发,1-3year,junior college,7,14,150-500人,Changsha,developing (B round),纳米娱乐,1910000
62,Python,Python研发Leader,3-5year,Bachelor,20,40,500-2000人,Beijing,listed company,中搜,4350000
63,Python,Python研发Leader,5-10year,Bachelor,20,40,150-500人,Beijing,mature (C round),赤子城,616000
64,Python,Python研发中级工程师,unlimited,Bachelor,15,30,15-50人,Beijing,developing (A round),掌控,3410000
65,Python,python研发运维工程师,1-3year,Bachelor,10,15,50-150人,Beijing,developing (A round),云途腾,359000
66,Python,Python研发工程师（中高级）,3-5year,Bachelor,15,25,500-2000人,Beijing,developing (A round),掌阅iReader,2990000
67,Python,python研发工程师（直播）,3-5year,Bachelor,20,30,500-2000人,Beijing,listed company,猎豹移动,7040000
68,Python,Python研发工程师(虚拟化平台方向),1-3year,Bachelor,10,20,15-50人,Hangzhou,developing (A round),飞享数据,405000
69,Python,Python研发工程师,3-5year,Bachelor,12,23,15-50人,Beijing,developing (A round),聚宽,118000
70,Python,Python研发工程师,unlimited,Bachelor,20,30,50-150人,Beijing,developing (B round),LBE,11300000
71,Python,Python研发工程师,3-5year,Bachelor,8,15,15-50人,Chengdu,startup (angel round),mostfun,67400
72,Python,Python研发工程师,less than 1 year,Bachelor,10,16,50-150人,Guangzhou,developing (no financing need),CNICG,34300
73,Python,Python研发工程师,1-3year,Unlimited,15,30,15-50人,Shanghai,startup (angel round),账户、业务欺诈风险控制专家,428000
74,Python,Python研发工程师,1-3year,Bachelor,10,20,50-150人,Beijing,developing (A round),云途腾,359000
75,Python,Python研发工程师,1-3year,junior college,10,20,15-50人,Beijing,developing (A round),云端智度,29000
76,Python,python研发工程师,1-3year,junior college,10,20,150-500人,Guangzhou,listed company,有米科技,710000
77,Python,Python研发工程师,1-3year,Bachelor,10,20,150-500人,Guangzhou,listed company,有米科技,710000
78,Python,Python研发工程师,1-3year,Unlimited,10,18,50-150人,Shanghai,startup (no financing),易知科技,1080000
79,Python,Python研发工程师,3-5year,Bachelor,12,20,15-50人,Shenzhen,startup (angel round),深圳市长复网络科技有限公司,827000
80,Python,Python研发工程师,unlimited,Bachelor,6,12,50-150人,Shanghai,developing (A round),沙塔,508000
81,Python,Python研发工程师,unlimited,Bachelor,2,4,15-50人,Wuhan,startup (angel round),三川,10800000
82,Python,Python研发工程师,3-5year,Bachelor,20,40,15-50人,Beijing,developing (A round),儒思北京,73100
83,Python,Python研发工程师,3-5year,Bachelor,20,40,15-50人,Beijing,developing (A round),儒思北京,73100
84,Python,Python研发工程师,1-3year,Bachelor,8,12,15-50人,Beijing,startup (angel round),企名片,3640000
85,Python,Python研发工程师,3-5year,Bachelor,15,25,500-2000人,Chengdu,listed company,陌陌科技,2080000
86,Python,Python研发工程师,3-5year,Bachelor,15,30,15-50人,Hangzhou,startup (no financing need),美登科技,1160000
87,Python,Python研发工程师,3-5year,Bachelor,25,35,150-500人,Beijing,startup (no financing),江山时代,79400
88,Python,Python研发工程师,unlimited,Bachelor,20,40,50-150人,Beijing,developing (no financing need),混沌研习社,267000
89,Python,Python研发工程师,1-3year,Bachelor,10,15,15-50人,Beijing,startup (no financing),慧泽商通,3730000
90,Python,Python研发工程师,1-3year,Bachelor,20,30,15-50人,Beijing,startup (no financing need),汇游,17600
91,Python,Python研发工程师,3-5year,Bachelor,13,25,150-500人,Beijing,developing (no financing need),格上添富,77
92,Python,Python研发工程师,unlimited,junior college,8,15,50-150人,Guangzhou,startup (no financing),格安科技有限公司,21700
93,Python,python研发工程师,1-3year,Bachelor,10,16,150-500人,Beijing,listed company,高升控股,1020000
94,Python,Python研发工程师,1-3year,Bachelor,5,10,少于15人,Beijing,startup (angel round),大头秀,307000
95,Python,Python研发工程师,3-5year,Bachelor,15,25,50-150人,Beijing,developing (B round),博众博阅,16300
96,Python,Python研发工程师,3-5year,Bachelor,10,20,500-2000人,Beijing,listed company,北京蓝汛,460000
97,Python,Python研发工程师,1-3year,Bachelor,10,20,500-2000人,Beijing,listed company,北京蓝汛,460000
98,Python,python研发工程师,3-5year,Bachelor,12,24,15-50人,Beijing,startup (no financing),艾唯博瑞,77
99,Python,Python研发工程师,unlimited,Bachelor,20,40,50-150人,Beijing,developing (B round),阿凡题,640000
100,Python,Python研发工程师,3-5year,Bachelor,20,40,50-150人,Beijing,developing (B round),阿凡题,640000
101,Python,Python研发高级工程师,3-5year,Bachelor,15,25,50-150人,Beijing,developing (B round),博众博阅,16300
102,Python,Python系统架构师,5-10year,Bachelor,15,20,50-150人,Guangzhou,developing (no financing need),广州太乙科技,28100
103,Python,Python微信开发工程师,1-3year,Unlimited,10,15,150-500人,Beijing,developing (no financing need),悦康动力,13100
104,Python,Python网站后台开发,3-5year,junior college,15,30,15-50人,Beijing,startup (no financing need),乐想天地,761000
105,Python,Python网络爬虫开发（实习）,unlimited,Bachelor,4,5,少于15人,Shanghai,startup (angel round),数旦信息,3670000
106,Python,Python网络爬虫工程师,1-3year,junior college,15,20,15-50人,Guangzhou,startup (angel round),足迹信息,5650000
107,Python,Python网络爬虫工程师,3-5year,Bachelor,10,20,15-50人,Hangzhou,developing (A round),好德软件,445000
108,Python,Python算法工程师,1-3year,Bachelor,8,15,15-50人,Beijing,developing (A round),量子金服,125000
109,Python,Python数据挖掘工程师,1-3year,Bachelor,8,12,2000人以上,Nanjing,listed company,途牛旅游网,10500000
110,Python,Python数据挖掘工程师,1-3year,Bachelor,15,30,少于15人,Shenzhen,startup (angel round),博益科技,731000
111,Python,Python数据工程师,1-3year,Bachelor,13,26,50-150人,Beijing,mature (C round),蔓盈科技,25300
112,Python,Python数据工程师,1-3year,Bachelor,15,30,150-500人,Shenzhen,startup (angel round),丽海弘金,140000
113,Python,Python实习生,unlimited,Bachelor,4,6,150-500人,Beijing,developing (B round),The ONE,38300000
114,Python,Python实习生,unlimited,junior college,2,4,少于15人,Hangzhou,startup (angel round),云汽配配,318000
115,Python,Python实习生,unlimited,Unlimited,2,4,15-50人,Hangzhou,startup (no financing need),钰鸣网络,24500
116,Python,Python实习生,freshgraduate,Bachelor,2,4,50-150人,Beijing,listed company,应用汇,2440000
117,Python,Python实习生,unlimited,Bachelor,1,2,2000人以上,Hangzhou,listed company,同花顺,12000000
118,Python,Python实习生,freshgraduate,Bachelor,5,8,15-50人,Beijing,startup (angel round),谱思,7540000
119,Python,Python实习生,unlimited,Bachelor,3,4,少于15人,Hangzhou,startup (angel round),秘密,47800000
120,Python,Python实习生,unlimited,Bachelor,3,4,15-50人,Shenzhen,startup (no financing need),乐创,5660000
121,Python,Python实习生,freshgraduate,junior college,2,3,少于15人,Guangzhou,developing (A round),海床软件,240000
122,Python,Python实习生,freshgraduate,Bachelor,5,10,150-500人,Beijing,mature (C round),更美APP,5900000
123,Python,Python实习生,unlimited,Bachelor,5,10,150-500人,Shanghai,developing (A round),55海淘,3260000
124,Python,python软件开发工程师,unlimited,Bachelor,10,16,50-150人,Guangzhou,developing (no financing need),CNICG,34300
125,Python,PYTHON软件开发工程师,3-5year,Bachelor,8,16,50-150人,Guangzhou,startup (no financing),坚信科技,2090000
126,Python,Python软件开发工程师,1-3year,Bachelor,8,10,500-2000人,Beijing,mature (D round or over),帝联科技,328000
127,Python,Python软件开发工程师,3-5year,Bachelor,15,25,50-150人,Shanghai,developing (B round),阿基米德fm,324000
128,Python,Python软件开发,1-3year,Bachelor,10,15,150-500人,Hangzhou,startup (no financing),健培,78100
129,Python,Python软件工程师（深圳）,freshgraduate,Bachelor,10,18,15-50人,Shenzhen,developing (A round),SmartX,2780000
130,Python,Python软件工程师,1-3year,junior college,8,15,15-50人,Beijing,developing (A round),臻睿（北京）信息,234
131,Python,Python软件工程师,1-3year,Bachelor,7,14,15-50人,Guangzhou,startup (no financing need),英荔教育,79
132,Python,python软件工程师,1-3year,Bachelor,8,16,15-50人,Wuhan,startup (angel round),泰迪智慧,1740000
133,Python,Python棋牌服务端主程,3-5year,junior college,18,35,500-2000人,Guangzhou,listed company,昆仑万维,5250000
134,Python,Python爬虫实习生（在校，上海）,unlimited,Bachelor,1,2,少于15人,Shanghai,startup (angel round),信数金服,28000000
135,Python,Python爬虫开发实习,unlimited,junior college,2,4,少于15人,Shanghai,startup (no financing need),上海青悦,59200
136,Python,Python爬虫开发工程师,3-5year,Bachelor,10,20,少于15人,Shenzhen,startup (angel round),众米,56100
137,Python,Python爬虫技术经理,3-5year,Bachelor,10,15,50-150人,Chengdu,developing (no financing need),成都优易数据,26300
138,Python,Python爬虫工程师（高级）,1-3year,Unlimited,8,16,15-50人,Shenzhen,startup (angel round),比特穿越,1660000
139,Python,Python爬虫工程师,3-5year,Bachelor,15,25,15-50人,Beijing,developing (A round),WIFIPIX无限向溯,3610
140,Python,Python爬虫(实习）,unlimited,Bachelor,3,4,少于15人,Beijing,startup (angel round),超对称,377000
141,Python,Python爬虫,1-3year,Bachelor,10,20,15-50人,Shenzhen,startup (no financing need),商理事,923000
142,Python,Python爬虫,1-3year,Bachelor,12,18,少于15人,Beijing,startup (angel round),超对称,377000
143,Python,python开发运维工程师,1-3year,Bachelor,12,24,500-2000人,Shanghai,listed company,平安好房,5440000
144,Python,python开发实习生（西安）,unlimited,Bachelor,2,3,500-2000人,Xi'an,listed company,绿盟科技,1820000
145,Python,Python开发实习生,unlimited,Bachelor,4,6,150-500人,Shanghai,mature (C round),学霸君,4680000
146,Python,Python开发实习生,unlimited,Bachelor,3,6,150-500人,Beijing,developing (B round),妙计旅行,1400000
147,Python,Python开发实习生,unlimited,Bachelor,3,6,500-2000人,Beijing,mature (C round),金山云,936000
148,Python,Python开发实习,unlimited,Bachelor,4,5,少于15人,Shanghai,startup (angel round),数旦信息,3670000
149,Python,Python开发经理,3-5year,Unlimited,10,20,50-150人,Shanghai,startup (no financing),Hypers,190000
150,Python,Python开发后端工程师,unlimited,Bachelor,6,12,15-50人,Shanghai,startup (no financing),担路网,143000
151,Python,Python开发工程师（vendor）,5-10year,Bachelor,15,20,2000人以上,Beijing,mature (no financing need),微创,2230000
152,Python,Python开发工程师（中级）,1-3year,Bachelor,10,15,150-500人,Shenzhen,mature (C round),极光,2270000
153,Python,Python开发工程师（移动广告）,1-3year,Bachelor,10,20,150-500人,Beijing,listed company,木瓜移动,150000
154,Python,Python开发工程师（实习）,unlimited,Bachelor,3,6,500-2000人,Beijing,developing (B round),众荟—慧评事业部,8530
155,Python,Python开发工程师（急聘）,3-5year,Bachelor,15,25,50-150人,Beijing,startup (angel round),GG助手,1660000
156,Python,Python开发工程师（创新项目）,1-3year,Unlimited,10,15,500-2000人,Guangzhou,mature (no financing need),酷狗音乐,7900000
157,Python,Python开发工程师（成都）,3-5year,Bachelor,15,25,15-50人,Chengdu,developing (A round),Maxent,1590000
158,Python,Python开发工程师(安全方向),1-3year,junior college,18,28,150-500人,Beijing,listed company,陌陌,13100000
159,Python,Python开发工程师（2017年校招）,freshgraduate,master,15,25,150-500人,Suzhou,mature (C round),思必驰科技,434000
160,Python,python开发工程师（15-25k）,1-3year,Bachelor,15,25,50-150人,Beijing,startup (angel round),GG助手,1660000
161,Python,Python开发工程师，急聘，宝安,unlimited,Bachelor,4,8,15-50人,Shenzhen,developing (A round),点趣网络,72200
162,Python,Python开发工程师-大数据产品,5-10year,Bachelor,18,28,150-500人,Shenzhen,developing (no financing need),日立咨询中国研发中心,7180
163,Python,Python开发工程师,3-5year,junior college,10,20,15-50人,Beijing,startup (angel round),CHINA HOLDEN,1460000
164,Python,Python开发工程师,unlimited,Unlimited,10,20,15-50人,Beijing,startup (angel round),Taste,2270000
165,Python,Python开发工程师,3-5year,Bachelor,15,25,500-2000人,Beijing,listed company,Gridsum,74200
166,Python,python开发工程师,3-5year,Bachelor,10,20,500-2000人,Beijing,listed company,Gridsum,74200
167,Python,Python开发工程师,3-5year,Bachelor,15,20,500-2000人,Shenzhen,listed company,Gridsum,74200
168,Python,Python开发工程师,1-3year,Bachelor,15,25,500-2000人,Beijing,listed company,Veeva,226000
169,Python,Python开发工程师,1-3year,Bachelor,12,24,500-2000人,Beijing,listed company,Veeva,226000
170,Python,Python开发工程师,3-5year,Bachelor,12,16,15-50人,Shenzhen,developing (A round),UFactory,64500
171,Python,Python开发工程师,1-3year,Unlimited,6,12,50-150人,Chengdu,developing (B round),TestBird,643000
172,Python,Python开发工程师,1-3year,Bachelor,12,24,150-500人,Beijing,developing (no financing need),TCL互联网事业本部,235000
173,Python,Python开发工程师,1-3year,Bachelor,15,25,15-50人,Beijing,developing (B round),NewsDog,3650000
174,Python,Python开发工程师,3-5year,Bachelor,15,25,15-50人,Shanghai,developing (A round),Maxent,1590000
175,Python,Python开发工程师,1-3year,Bachelor,15,30,15-50人,Beijing,startup (angel round),Litscope,54
176,Python,Python开发工程师,1-3year,Bachelor,15,20,15-50人,Nanjing,startup (angel round),ivtime,97
177,Python,Python开发工程师,1-3year,Bachelor,15,20,150-500人,Beijing,developing (no financing need),iHandy,45100
178,Python,python开发工程师,3-5year,Bachelor,15,25,50-150人,Beijing,startup (angel round),GG助手,1660000
179,Python,Python开发工程师,unlimited,Bachelor,10,16,2000人以上,Shanghai,listed company,CSC科技,2280000
180,Python,Python开发工程师,1-3year,Bachelor,10,20,150-500人,Shanghai,developing (B round),足球魔方,898000
181,Python,Python开发工程师,1-3year,Bachelor,11,20,15-50人,Shenzhen,startup (no financing need),专注棋牌及网游的开发和运营,710000
182,Python,Python开发工程师,1-3year,junior college,10,15,500-2000人,Beijing,developing (B round),众荟—慧评事业部,8530
183,Python,Python开发工程师,1-3year,junior college,8,16,15-50人,Shanghai,developing (A round),智眠,6030
184,Python,Python开发工程师,unlimited,Bachelor,15,30,150-500人,Beijing,developing (B round),智课网,1560000
185,Python,Python开发工程师,3-5year,junior college,10,20,少于15人,Shenzhen,startup (angel round),至宝网络,2150000
186,Python,Python开发工程师,1-3year,junior college,10,15,15-50人,Beijing,developing (A round),云中歌,5670000
187,Python,python开发工程师,1-3year,Bachelor,15,30,50-150人,Beijing,developing (A round),云途腾,359000
188,Python,python开发工程师,1-3year,Bachelor,12,24,50-150人,Beijing,developing (A round),云途腾,359000
189,Python,Python开发工程师,1-3year,Unlimited,10,20,15-50人,Guangzhou,startup (no financing need),云软数据科技,5660
190,Python,Python开发工程师,1-3year,Unlimited,10,20,15-50人,Guangzhou,startup (no financing need),云软数据科技,5660
191,Python,Python开发工程师,3-5year,junior college,10,20,少于15人,Hangzhou,startup (angel round),云汽配配,318000
192,Python,Python开发工程师,1-3year,Unlimited,8,16,15-50人,Beijing,startup (no financing),越想象国际科贸发展有限公司,60
193,Python,Python开发工程师,1-3year,junior college,10,15,150-500人,Beijing,developing (no financing need),悦康动力,13100
194,Python,Python开发工程师,3-5year,Bachelor,10,20,2000人以上,Shanghai,listed company,圆通,14600000
195,Python,Python开发工程师,1-3year,Unlimited,5,10,15-50人,Hangzhou,startup (no financing need),钰鸣网络,24500
196,Python,Python开发工程师,1-3year,Bachelor,10,20,15-50人,Shenzhen,startup (angel round),友钱,27900000
197,Python,Python开发工程师,3-5year,Bachelor,13,20,15-50人,Shanghai,startup (no financing need),有色型材网,1690000
198,Python,Python开发工程师,1-3year,junior college,8,15,150-500人,Guangzhou,listed company,有米科技,710000
199,Python,Python开发工程师,1-3year,Bachelor,10,20,15-50人,Beijing,startup (no financing),优优云存储,89000
200,Python,Python开发工程师,1-3year,Bachelor,10,18,少于15人,Beijing,startup (angel round),优康达,40100
201,Python,Python开发工程师,1-3year,Bachelor,8,10,50-150人,Beijing,developing (A round),益体康,78300
202,Python,Python开发工程师,1-3year,Bachelor,6,10,少于15人,Nanjing,startup (no financing need),易启策,47
203,Python,Python开发工程师,3-5year,Bachelor,6,9,50-150人,Chengdu,developing (A round),易路,20300000
204,Python,Python开发工程师,1-3year,Unlimited,11,22,150-500人,Shenzhen,listed company,易博天下,198000
205,Python,Python开发工程师,1-3year,Bachelor,12,20,15-50人,Beijing,developing (B round),医洋,1280000
206,Python,Python开发工程师,3-5year,Bachelor,18,25,50-150人,Beijing,developing (A round),野兽骑行,387000
207,Python,Python开发工程师,1-3year,Bachelor,9,17,500-2000人,Guangzhou,mature (D round or over),要出发,4710000
208,Python,Python开发工程师,1-3year,Bachelor,10,15,50-150人,Beijing,developing (B round),学堂在线,10100000
209,Python,Python开发工程师,1-3year,Bachelor,10,20,15-50人,Beijing,developing (A round),星云纵横,723000
210,Python,Python开发工程师,1-3year,Unlimited,10,20,50-150人,Beijing,developing (A round),薪朋,5500
211,Python,Python开发工程师,3-5year,Bachelor,15,25,15-50人,Beijing,startup (angel round),线纵合壹,31
212,Python,Python开发工程师,1-3year,Bachelor,10,20,15-50人,Hangzhou,developing (A round),沃趣科技,377000
213,Python,Python开发工程师,3-5year,Unlimited,15,20,少于15人,Shanghai,startup (no financing),文恒电商,1320
214,Python,Python开发工程师,1-3year,Bachelor,10,10,50-150人,Guangzhou,listed company,温氏信息科技,134000
215,Python,Python开发工程师,3-5year,junior college,15,25,500-2000人,Beijing,mature (C round),微影时代,2670000
216,Python,Python开发工程师,3-5year,Bachelor,12,22,50-150人,Shanghai,developing (no financing need),旺旺集团火热招聘,126000
217,Python,Python开发工程师,1-3year,Bachelor,5,10,15-50人,Nanjing,startup (no financing),土拨鼠,11100000
218,Python,Python开发工程师,3-5year,junior college,12,13,500-2000人,Shenzhen,mature (no financing need),同方鼎欣,209000
219,Python,Python开发工程师,1-3year,Bachelor,6,12,150-500人,Hangzhou,developing (B round),同盾科技,350000
220,Python,python开发工程师,3-5year,Bachelor,10,20,150-500人,Shanghai,developing (no financing need),通联数据,1870000
221,Python,Python开发工程师,1-3year,Bachelor,7,14,2000人以上,Xi'an,mature (no financing need),通力互联,2190000
222,Python,python开发工程师,1-3year,Bachelor,6,12,2000人以上,Xi'an,mature (no financing need),通力互联,2190000
223,Python,python开发工程师,1-3year,Bachelor,8,15,15-50人,Chengdu,startup (angel round),天天无限,7710000
224,Python,Python开发工程师,1-3year,junior college,8,15,50-150人,Shenzhen,startup (no financing),天朗时代,15700
225,Python,Python开发工程师,3-5year,Bachelor,15,25,15-50人,Beijing,developing (A round),天际时空,85
226,Python,Python开发工程师,1-3year,Bachelor,8,15,15-50人,Hangzhou,startup (no financing),淘乐创想,84
227,Python,Python开发工程师,1-3year,Bachelor,12,20,50-150人,Suzhou,developing (no financing need),苏州欧睿检测技术有限公司,4060
228,Python,Python开发工程师,unlimited,Bachelor,15,30,2000人以上,Beijing,listed company,搜狐媒体,11900000
229,Python,Python开发工程师,1-3year,Unlimited,10,15,15-50人,Beijing,startup (angel round),四维创智,6000
230,Python,Python开发工程师,3-5year,Bachelor,10,20,500-2000人,Shenzhen,developing (B round),思迪股份,1920000
231,Python,python开发工程师,1-3year,Bachelor,20,40,50-150人,Beijing,developing (no financing need),数美,185000
232,Python,Python开发工程师,1-3year,Bachelor,20,40,50-150人,Beijing,developing (no financing need),数美,185000
233,Python,Python开发工程师,1-3year,Bachelor,5,6,少于15人,Guangzhou,startup (no financing),神月安全,216000
234,Python,Python开发工程师,1-3year,junior college,8,12,150-500人,Shenzhen,developing (A round),深圳市小猫金融支付设备有限公司,381000
235,Python,Python开发工程师,1-3year,junior college,8,12,50-150人,Wuhan,developing (no financing need),设施之家,2380000
236,Python,Python开发工程师,1-3year,Bachelor,25,30,50-150人,Shanghai,developing (B round),上海胜日,283000
237,Python,Python开发工程师,3-5year,Bachelor,12,20,2000人以上,Shanghai,listed company,上海华腾软件系统有限公司,17200
238,Python,Python开发工程师,1-3year,Unlimited,10,20,少于15人,Shanghai,startup (angel round),上海风述信息科技有限公司,3070000
239,Python,Python开发工程师,1-3year,Unlimited,10,20,少于15人,Shanghai,startup (angel round),上海风述信息科技有限公司,3070000
240,Python,Python开发工程师,1-3year,junior college,10,15,150-500人,Beijing,startup (no financing),商赢环球,540000
241,Python,Python开发工程师,unlimited,Bachelor,8,10,15-50人,Beijing,developing (A round),闪电报销,178000
242,Python,Python开发工程师,unlimited,Bachelor,8,12,150-500人,Beijing,developing (no financing need),睿智融科,73000
243,Python,Python开发工程师,3-5year,Bachelor,18,36,15-50人,Beijing,developing (A round),儒思北京,73100
244,Python,Python开发工程师,5-10year,Bachelor,15,25,150-500人,Shenzhen,developing (no financing need),日立咨询中国研发中心,7180
245,Python,Python开发工程师,1-3year,Bachelor,12,20,50-150人,Beijing,developing (A round),壤歌,133000
246,Python,Python开发工程师,1-3year,Unlimited,13,25,2000人以上,Beijing,mature (C round),趣活美食送,5620
